chr	start	end	gene_ids	gene_symbols
chr9	14120000	14320000	ENSG00000147862.17;ENSG00000225472.2;ENSG00000234982.1	NFIB;RP11-120J1.1;RP11-280O24.3
chr9	14320000	14800000	ENSG00000229029.2;ENSG00000147869.5;ENSG00000164946.20;ENSG00000147862.17;ENSG00000225472.2;ENSG00000287708.1;ENSG00000283647.1;ENSG00000286500.1;ENSG00000237137.1;ENSG00000273399.2;ENSG00000272871.1;ENSG00000175893.12	CDCA4P1;CER1;FREM1;NFIB;RP11-120J1.1;RP11-120J1.2;RP11-265B7.1;RP11-265B7.4;RP11-408A13.2;RP11-408A13.3;RP11-408A13.4;ZDHHC21
chr9	14800000	14880000	ENSG00000164946.20;ENSG00000199814.1	FREM1;RNU6-1260P
chr9	14880000	14960000	ENSG00000232000.3;ENSG00000164946.20;ENSG00000214110.3	CLCN3P1;FREM1;LDHAP4
chr9	14960000	15120000	ENSG00000232000.3;ENSG00000234297.2;ENSG00000215237.6	CLCN3P1;PSIP1P1;RP11-54D18.2
chr9	15120000	15240000	ENSG00000232000.3;ENSG00000251960.1;ENSG00000155158.20	CLCN3P1;RNU6-559P;TTC39B
chr9	15240000	15680000	ENSG00000164989.17;ENSG00000213362.3;ENSG00000231376.1;ENSG00000164985.15;ENSG00000263817.1;ENSG00000240613.2;ENSG00000207433.1;ENSG00000251834.1;ENSG00000278754.1;ENSG00000215236.3;ENSG00000164975.15;ENSG00000155158.20	CCDC171;FTH1P12;HMGN2P16;PSIP1;RN7SL157P;RN7SL98P;RNU6-246P;RNU6-319P;RP11-518K17.4;RPL7P33;SNAPC3;TTC39B
chr9	15680000	15800000	ENSG00000164989.17;ENSG00000207360.1	CCDC171;RNU6-14P
chr9	15800000	15960000	ENSG00000164989.17	CCDC171
chr9	15960000	16160000	ENSG00000164989.17	CCDC171
chr9	16160000	16280000	ENSG00000205549.10	C9orf92
chr9	16280000	16400000	ENSG00000205549.10	C9orf92
chr9	16400000	16480000	ENSG00000173068.18;ENSG00000205549.10;ENSG00000231756.1	BNC2;C9orf92;RP11-183I6.2
chr9	16480000	16600000	ENSG00000173068.18	BNC2
chr9	16600000	16680000	ENSG00000173068.18;ENSG00000230694.1	BNC2;RP11-62F24.1
chr9	16680000	16800000	ENSG00000173068.18;ENSG00000234779.1;ENSG00000233551.2	BNC2;BNC2-AS1;LSM1P1
chr9	16800000	16920000	ENSG00000173068.18;ENSG00000237153.4	BNC2;RP11-132E11.2
chr9	16920000	17040000	ENSG00000237153.4;ENSG00000285169.2	RP11-132E11.2;RP11-325K2.1
chr9	17040000	17520000	ENSG00000044459.15;ENSG00000241152.2;ENSG00000237153.4;ENSG00000237083.1;ENSG00000226470.1;ENSG00000224488.1	CNTLN;RN7SL720P;RP11-132E11.2;RP11-132E11.4;RPS29P33;SAMM50P1
chr9	17520000	17680000	ENSG00000228810.1;ENSG00000107295.10	PABPC1P11;SH3GL2
chr9	17680000	17840000	ENSG00000107295.10	SH3GL2
chr9	17840000	18200000	ENSG00000178031.18	ADAMTSL1
chr9	18200000	18360000	ENSG00000178031.18	ADAMTSL1
chr9	18360000	18520000	ENSG00000178031.18;ENSG00000227167.1	ADAMTSL1;RP11-570H19.2
chr9	18520000	18960000	ENSG00000178031.18;ENSG00000223211.1;ENSG00000264638.1;ENSG00000236857.3;ENSG00000252960.1;ENSG00000155875.15	ADAMTSL1;AL158150.1;MIR3152;RAP1BP1;RN7SKP258;SAXO1
chr9	18960000	19080000	ENSG00000147874.11;ENSG00000252943.1;ENSG00000236680.1;ENSG00000155876.6;ENSG00000155875.15;ENSG00000251733.1	HAUS6;RNU6-264P;RP11-296P7.4;RRAGA;SAXO1;SCARNA8
chr9	19080000	19520000	ENSG00000177076.6;ENSG00000137145.21;ENSG00000147874.11;ENSG00000231909.7;ENSG00000234853.2;ENSG00000147872.10;ENSG00000264126.1;ENSG00000232176.1;ENSG00000232978.2;ENSG00000260912.1;ENSG00000272842.1;ENSG00000273226.1;ENSG00000285911.1;ENSG00000137154.13;ENSG00000155886.11	ACER2;DENND4C;HAUS6;MAP1LC3BP1;NDUFA5P3;PLIN2;RN7SL158P;RP11-146N23.1;RP11-146N23.4;RP11-363E7.4;RP11-513M16.7;RP11-513M16.8;RP11-513M16.9;RPS6;SLC24A2
chr9	19520000	19680000	ENSG00000155886.11	SLC24A2
chr9	19680000	19840000	ENSG00000266224.1;ENSG00000232158.1;ENSG00000286685.1;ENSG00000155886.11	AL158077.1;C11orf98P1;RP11-471J7.2;SLC24A2
chr9	19840000	19960000	ENSG00000261402.1;ENSG00000270712.1;ENSG00000276667.1;ENSG00000286685.1	RP11-378I6.1;RP11-378I6.2;RP11-471J7.1;RP11-471J7.2
chr9	19960000	20440000	ENSG00000221744.1;ENSG00000263790.1;ENSG00000171843.17;ENSG00000222202.1;ENSG00000237434.1;ENSG00000277711.1	AL512635.1;MIR4473;MLLT3;RNU4-26P;RP11-15P13.1;RP11-378I6.3
chr9	20440000	20560000	ENSG00000264941.1;ENSG00000171843.17;ENSG00000237088.1	MIR4474;MLLT3;RP11-73E6.2
chr9	20560000	21120000	ENSG00000252324.1;ENSG00000188352.12;ENSG00000227071.1;ENSG00000188921.14;ENSG00000171855.7;ENSG00000230208.1;ENSG00000225027.2;ENSG00000207609.1;ENSG00000171843.17;ENSG00000202189.1	AL163193.1;FOCAD;FOCAD-AS1;HACD4;IFNB1;IFNNP1;IFNWP4;MIR491;MLLT3;SNORA30
chr9	21120000	21200000	ENSG00000137080.4;ENSG00000236637.4;ENSG00000177047.7;ENSG00000232281.2;ENSG00000226597.1;ENSG00000275980.1	IFNA21;IFNA4;IFNW1;IFNWP15;IFNWP9;RP11-113D19.9
chr9	21200000	21760000	ENSG00000227443.2;ENSG00000197919.6;ENSG00000186803.3;ENSG00000231195.1;ENSG00000235108.1;ENSG00000233816.3;ENSG00000228083.3;ENSG00000147885.4;ENSG00000234829.4;ENSG00000188379.7;ENSG00000226393.1;ENSG00000224416.2;ENSG00000147873.6;ENSG00000120235.3;ENSG00000214042.1;ENSG00000120242.4;ENSG00000184995.7;ENSG00000223684.1;ENSG00000238271.2;ENSG00000237691.1;ENSG00000232138.1;ENSG00000229835.2;ENSG00000198642.7;ENSG00000199177.1;ENSG00000171889.5;ENSG00000244230.2;ENSG00000261696.1;ENSG00000288541.1;ENSG00000264379.1	H3P30;IFNA1;IFNA10;IFNA11P;IFNA12P;IFNA13;IFNA14;IFNA16;IFNA17;IFNA2;IFNA20P;IFNA22P;IFNA5;IFNA6;IFNA7;IFNA8;IFNE;IFNWP18;IFNWP19;IFNWP2;IFNWP5;KHSRPP1;KLHL9;MIR31;MIR31HG;RN7SL151P;RP11-354P17.15;RP11-354P17.16;SNORD39
chr9	21760000	22200000	ENSG00000266732.1;ENSG00000147889.18;ENSG00000224854.3;ENSG00000147883.12;ENSG00000240498.9;ENSG00000264801.1;ENSG00000099810.21;ENSG00000264545.2;ENSG00000266446.1;ENSG00000265194.1;ENSG00000279670.1;ENSG00000229298.1;ENSG00000215221.2	AL359922.1;CDKN2A;CDKN2A-DT;CDKN2B;CDKN2B-AS1;ERVFRD-3;MTAP;RP11-145E5.5;RP11-149I2.4;RP11-70L8.4;RP11-70L8.5;TUBB8P1;UBA52P6
chr9	22200000	22320000	ENSG00000236921.1	RP11-408N14.1
chr9	22320000	22480000	ENSG00000176399.4	DMRTA1
chr9	22480000	22560000	NA	NA
chr9	22560000	22760000	ENSG00000236739.3;ENSG00000234840.2;ENSG00000284418.2	CLIC4P1;LINC01239;RP11-370B11.4
chr9	22760000	23360000	ENSG00000265572.1;ENSG00000234840.2;ENSG00000287696.1;ENSG00000224549.1;ENSG00000284418.2	AL391117.1;LINC01239;RP11-367B10.1;RP11-370B11.3;RP11-370B11.4
chr9	23360000	23480000	ENSG00000284418.2	RP11-370B11.4
chr9	23480000	23600000	ENSG00000283982.1	RP11-495L19.1
chr9	23600000	23680000	ENSG00000233906.1;ENSG00000283982.1;ENSG00000227607.2	RP11-315I14.2;RP11-495L19.1;SUMO2P2
chr9	23680000	23880000	ENSG00000107105.15;ENSG00000226626.2;ENSG00000287843.1;ENSG00000231460.2	ELAVL2;NOP56P2;RP11-31K16.1;RP11-321L2.1
chr9	23880000	24000000	ENSG00000237414.2;ENSG00000277608.1	RP11-321L2.2;RP11-321L2.3
chr9	24000000	24320000	ENSG00000287139.1	RP11-393P6.1
chr9	24320000	24440000	NA	NA
chr9	24440000	24800000	ENSG00000205442.13;ENSG00000269957.6	IZUMO3;RP11-20A20.2
chr9	24800000	25480000	ENSG00000216088.1;ENSG00000223088.1;ENSG00000222693.1	AL157830.1;RMRPP5;RN7SKP120
chr9	25480000	25640000	ENSG00000287318.1	RP11-55P9.1
chr9	25640000	25760000	ENSG00000198680.6	TUSC1
chr9	25760000	26360000	ENSG00000270683.1;ENSG00000236306.3;ENSG00000276759.2	FAM71BP1;LINC01241;RP11-80I3.1
chr9	26360000	26600000	NA	NA
chr9	26600000	26840000	ENSG00000266429.1;ENSG00000254261.1;ENSG00000253400.1;ENSG00000279256.1	AL442639.1;RP11-18A15.1;RP11-337A23.6;RP11-5P15.1
chr9	26840000	27080000	ENSG00000120159.13;ENSG00000232466.1;ENSG00000096872.17;ENSG00000234676.1;ENSG00000184434.8;ENSG00000137055.15;ENSG00000240306.2	CAAP1;H3P31;IFT74;IFT74-AS1;LRRC19;PLAA;RN7SL100P
chr9	27080000	27240000	ENSG00000223162.1;ENSG00000232867.1;ENSG00000254396.1;ENSG00000120156.22	RNA5SP280;RP11-179D22.1;RP11-56F10.3;TEK
chr9	27240000	27720000	ENSG00000147894.17;ENSG00000215441.3;ENSG00000120160.11;ENSG00000147896.4;ENSG00000283945.1;ENSG00000120162.10;ENSG00000285103.2;ENSG00000287355.1;ENSG00000237734.1	C9orf72;CTAGE12P;EQTN;IFNK;LINC00032;MOB3B;RP11-27J8.3;RP11-27J8.4;RP11-298E2.2
chr9	27720000	27880000	ENSG00000260390.1	RP11-575I8.1
chr9	27880000	28000000	ENSG00000174482.10;ENSG00000260412.1	LINGO2;RP11-438B23.2
chr9	28000000	28120000	ENSG00000174482.10	LINGO2
chr9	28120000	28240000	ENSG00000174482.10;ENSG00000229060.4	LINGO2;RP11-20P5.2
chr9	28240000	28320000	ENSG00000174482.10	LINGO2
chr9	28320000	29080000	ENSG00000224955.1;ENSG00000174482.10;ENSG00000215939.1;ENSG00000215966.1;ENSG00000287551.1	KCTD10P1;LINGO2;MIR873;MIR876;RP11-32I2.2
chr9	29080000	29280000	ENSG00000230276.2;ENSG00000287038.1	RP11-373A6.1;RP11-373A6.2
chr9	29280000	30400000	ENSG00000280683.1;ENSG00000230097.2;ENSG00000277646.1;ENSG00000229834.1	LINC01242;ME2P1;RP11-275A14.1;RP11-48L13.1
chr9	30400000	30560000	ENSG00000280683.1;ENSG00000232060.3	LINC01242;SLC4A1APP1
chr9	30560000	30640000	ENSG00000280683.1	LINC01242
chr9	30640000	30760000	ENSG00000239792.2;ENSG00000215210.3	CDRT15P5;RBMXP2
chr9	30760000	30880000	ENSG00000211510.2;ENSG00000221111.1;ENSG00000226246.1;ENSG00000235626.2;ENSG00000233278.1	AL590726.1;AL590726.2;KRT18P36;KRT18P66;RPS26P2
chr9	30880000	31080000	ENSG00000214020.3;ENSG00000228557.1	FTLP4;HSPA8P17
chr9	31080000	31200000	ENSG00000223421.1	RP11-572H4.1
chr9	31200000	31560000	ENSG00000260720.1;ENSG00000226998.1;ENSG00000229080.1;ENSG00000232203.3	LINC01243;MTATP6P30;MTCO3P30;SLC25A6P2
chr9	31560000	31720000	ENSG00000235148.2	HMGB3P23
chr9	31720000	31880000	NA	NA
chr9	31880000	31960000	NA	NA
chr9	31960000	32040000	NA	NA
chr9	32040000	32200000	NA	NA
chr9	32200000	32320000	ENSG00000252313.1	RNA5SP281
chr9	32320000	33040000	ENSG00000122729.19;ENSG00000221696.1;ENSG00000137074.20;ENSG00000237437.1;ENSG00000223807.1;ENSG00000107201.11;ENSG00000232303.2;ENSG00000086061.16;ENSG00000225693.1;ENSG00000165264.6;ENSG00000288684.1;ENSG00000230867.1;ENSG00000231193.1;ENSG00000236796.1;ENSG00000230516.1;ENSG00000223440.1;ENSG00000225347.1;ENSG00000235453.11;ENSG00000238001.2;ENSG00000122728.6;ENSG00000236184.1;ENSG00000188133.6;ENSG00000197579.8	ACO1;AL157884.1;APTX;ASS1P12;BOLA3P4;DDX58;DFFBP1;DNAJA1;LAGE3P1;NDUFB6;RP11-205M20.8;RP11-462B18.1;RP11-462B18.2;RP11-462B18.3;RP11-555J4.3;RP11-555J4.4;SLC25A5P8;SMIM27;SNRPCP1;TAF1L;TCEA1P4;TMEM215;TOPORS
chr9	33040000	33360000	ENSG00000222169.1;ENSG00000086062.13;ENSG00000233554.6;ENSG00000107262.26;ENSG00000086065.14;ENSG00000086102.19;ENSG00000252224.1;ENSG00000122692.9;ENSG00000122711.9	AL162590.1;B4GALT1;B4GALT1-AS1;BAG1;CHMP5;NFX1;RNU4ATAC15P;SMU1;SPINK4
chr9	33360000	33520000	ENSG00000165272.16;ENSG00000165269.13;ENSG00000086102.19;ENSG00000165271.17;ENSG00000228072.1;ENSG00000286322.1;ENSG00000270542.1;ENSG00000226823.1	AQP3;AQP7;NFX1;NOL6;RP11-255A11.2;RP11-311H10.4;RP11-311H10.7;SUGT1P1
chr9	33520000	33760000	ENSG00000230453.9;ENSG00000231991.4;ENSG00000226562.4;ENSG00000233776.5;ENSG00000010438.17;ENSG00000204982.3;ENSG00000237984.3;ENSG00000281128.2;ENSG00000225123.2;ENSG00000287063.1;ENSG00000227301.1;ENSG00000260947.1;ENSG00000287495.1;ENSG00000234373.1;ENSG00000205274.3;ENSG00000183938.5;ENSG00000234122.1;ENSG00000229063.2;ENSG00000215206.5;ENSG00000240215.4;ENSG00000231165.3	ANKRD18B;ANXA2P2;CYP4F26P;LINC01251;PRSS3;PRSS3P4;PTENP1;PTENP1-AS;RP11-255A11.4;RP11-384P7.10;RP11-384P7.5;RP11-384P7.7;RP11-384P7.9;SNX18P7;TRBV20OR9-2;TRBV21OR9-2;TRBV22OR9-2;TRBV23OR9-2;TRBV24OR9-2;TRBV25OR9-2;TRBV26OR9-2
chr9	33760000	33840000	ENSG00000010438.17;ENSG00000223394.2;ENSG00000107341.5;ENSG00000235481.3	PRSS3;TRBV29OR9-2;UBE2R2;UBE2R2-AS1
chr9	33840000	34560000	ENSG00000266881.1;ENSG00000164972.13;ENSG00000122756.15;ENSG00000198876.13;ENSG00000122735.16;ENSG00000168913.7;ENSG00000279336.1;ENSG00000164970.15;ENSG00000186638.17;ENSG00000164976.9;ENSG00000164978.18;ENSG00000226801.2;ENSG00000222259.1;ENSG00000251697.1;ENSG00000252164.1;ENSG00000222426.1;ENSG00000251748.1;ENSG00000252406.1;ENSG00000232983.2;ENSG00000230729.1;ENSG00000228352.2;ENSG00000239392.2;ENSG00000233668.1;ENSG00000227383.1;ENSG00000229207.1;ENSG00000238886.1;ENSG00000238300.1;ENSG00000224802.2;ENSG00000165006.14;ENSG00000137073.24;ENSG00000107341.5	AL353662.4;C9orf24;CNTFR;DCAF12;DNAI1;ENHO;ENSG00000279336;FAM219A;KIF24;MYORG;NUDT2;OSTCP8;RN7SKP114;RN7SKP24;RNA5SP282;RNU2-50P;RNU4ATAC11P;RNU7-36P;RP11-296L22.7;RP11-296L22.8;RP11-537H15.3;RP11-537H15.4;RP11-571F15.3;RPL35AP2;SERPINH1P1;SNORD121A;SNORD121B;TUBB4BP2;UBAP1;UBAP2;UBE2R2
chr9	34560000	34680000	ENSG00000205143.3;ENSG00000213927.4;ENSG00000122756.15;ENSG00000237159.6;ENSG00000137100.16;ENSG00000213930.12;ENSG00000137070.18;ENSG00000258728.1;ENSG00000261215.1;ENSG00000187186.15;ENSG00000230074.3;ENSG00000164967.10;ENSG00000147955.18	ARID3C;CCL27;CNTFR;CNTFR-AS1;DCTN3;GALT;IL11RA;RP11-195F19.29;RP11-195F19.30;RP11-195F19.5;RP11-195F19.9;RPP25L;SIGMAR1
chr9	34680000	35600000	ENSG00000179766.19;ENSG00000174038.13;ENSG00000172724.12;ENSG00000137077.8;ENSG00000137094.16;ENSG00000281491.1;ENSG00000215187.12;ENSG00000205108.6;ENSG00000257198.6;ENSG00000187791.13;ENSG00000005238.20;ENSG00000221829.10;ENSG00000178723.7;ENSG00000122733.12;ENSG00000165282.14;ENSG00000241568.2;ENSG00000287287.1;ENSG00000288699.1;ENSG00000215198.3;ENSG00000234181.1;ENSG00000279608.1;ENSG00000288583.1;ENSG00000230074.3;ENSG00000287368.1;ENSG00000286782.1;ENSG00000287868.1;ENSG00000279489.1;ENSG00000273597.1;ENSG00000279083.1;ENSG00000235619.1;ENSG00000227852.1;ENSG00000198853.12;ENSG00000165283.16;ENSG00000233148.2;ENSG00000198722.14;ENSG00000165280.18;ENSG00000215199.3;ENSG00000244213.1	ATP8B5P;C9orf131;CCL19;CCL21;DNAJB5;DNAJB5-DT;FAM166B;FAM205A;FAM205BP;FAM205C;FAM214B;FANCG;GLULP4;PHF24;PIGO;RN7SL338P;RP11-156G14.7;RP11-182N22.10;RP11-182N22.7;RP11-182N22.8;RP11-182N22.9;RP11-195F19.31;RP11-195F19.9;RP11-392A14.11;RP11-392A14.12;RP11-392A14.13;RP11-392A14.8;RP11-392A14.9;RP11-395N21.2;RPL36AP33;RPS29P17;RUSC2;STOML2;SYF2P2;UNC13B;VCP;YWHAZP6;ZFAND6P1
chr9	35600000	36160000	ENSG00000263448.1;ENSG00000137135.18;ENSG00000107159.13;ENSG00000159884.12;ENSG00000137101.13;ENSG00000107175.12;ENSG00000204930.10;ENSG00000070610.14;ENSG00000122694.16;ENSG00000137133.11;ENSG00000196196.3;ENSG00000263892.1;ENSG00000215183.5;ENSG00000233659.1;ENSG00000159899.15;ENSG00000179443.5;ENSG00000243641.3;ENSG00000236083.2;ENSG00000168828.6;ENSG00000236110.1;ENSG00000228307.2;ENSG00000278889.4;ENSG00000225639.1;ENSG00000122707.12;ENSG00000107185.10;ENSG00000269900.3;ENSG00000243136.2;ENSG00000228843.2;ENSG00000227388.3;ENSG00000285645.1;ENSG00000287986.1;ENSG00000288586.1;ENSG00000231393.1;ENSG00000227933.1;ENSG00000137078.9;ENSG00000235387.5;ENSG00000137098.14;ENSG00000107140.16;ENSG00000137076.21;ENSG00000137103.20;ENSG00000198467.16;ENSG00000213866.3	AL133410.1;ARHGEF39;CA9;CCDC107;CD72;CREB3;FAM221B;GBA2;GLIPR2;HINT2;HRCT1;MIR4667;MSMP;NDUFA5P4;NPR2;OR13C6P;OR13C7;OR13E1P;OR13J1;OR2AM1P;OR2S1P;OR2S2;PGAM1P2;RECK;RGP1;RMRP;RN7SL22P;RP11-112J3.15;RP11-112J3.16;RP11-112J3.21;RP11-327L3.7;RP11-331F9.11;RP11-331F9.3;RP11-331F9.4;SIT1;SPAAR;SPAG8;TESK1;TLN1;TMEM8B;TPM2;YBX1P10
chr9	36160000	36800000	ENSG00000185972.6;ENSG00000122705.17;ENSG00000122694.16;ENSG00000159921.20;ENSG00000215283.3;ENSG00000165304.8;ENSG00000137075.18;ENSG00000222760.1;ENSG00000288571.1;ENSG00000287514.2	CCIN;CLTA;GLIPR2;GNE;HMGB3P24;MELK;RNF38;RNU4-53P;RP11-344B23.3;RP11-344B23.4
chr9	36800000	37440000	ENSG00000216070.1;ENSG00000236156.2;ENSG00000281649.2;ENSG00000137106.18;ENSG00000232920.1;ENSG00000224648.1;ENSG00000266255.1;ENSG00000265368.1;ENSG00000264922.1;ENSG00000196092.14;ENSG00000233242.3;ENSG00000228292.1;ENSG00000260100.1;ENSG00000250850.2;ENSG00000258885.1;ENSG00000287514.2;ENSG00000125385.9;ENSG00000168795.5;ENSG00000147905.18	AL158155.1;CHCHD4P3;EBLN3P;GRHPR;LINC01400;LINC01627;MIR4475;MIR4476;MIR4540;PAX5;RP11-220I1.2;RP11-220I1.4;RP11-220I1.5;RP11-297B17.3;RP11-344B23.2;RP11-344B23.4;RPL32P21;ZBTB5;ZCCHC7
chr9	37440000	37600000	ENSG00000147912.13;ENSG00000187988.5;ENSG00000137054.16;ENSG00000264255.1;ENSG00000230188.1;ENSG00000234160.1;ENSG00000256966.6;ENSG00000255872.3;ENSG00000175768.13;ENSG00000168795.5	FBXO10;KCTD9P3;POLR1E;RN7SL463P;RP11-405L18.4;RP11-613M10.6;RP11-613M10.8;RP11-613M10.9;TOMM5;ZBTB5
chr9	37600000	37880000	ENSG00000122741.16;ENSG00000107371.14;ENSG00000070601.10;ENSG00000226055.2;ENSG00000233111.1;ENSG00000201287.1;ENSG00000232454.2;ENSG00000255872.3;ENSG00000122696.14;ENSG00000165275.10	DCAF10;EXOSC3;FRMPD1;PAICSP1;RAB1C;RN7SKP171;RP11-3J10.7;RP11-613M10.9;SLC25A51;TRMT10B
chr9	37880000	38120000	ENSG00000251745.1;ENSG00000255872.3;ENSG00000107338.10;ENSG00000122696.14;ENSG00000213839.4	RNU7-124P;RP11-613M10.9;SHB;SLC25A51;TMX2P1
chr9	38120000	38200000	ENSG00000200026.1	U8
chr9	38200000	38400000	ENSG00000137124.8;ENSG00000223716.2	ALDH1B1;RP11-113O24.3
chr9	38400000	38520000	ENSG00000225254.2;ENSG00000229511.1;ENSG00000137142.5;ENSG00000283162.1;ENSG00000215165.3;ENSG00000237487.1	ARMC8P1;GAS2L1P1;IGFBPL1;RP11-403F21.4;TCEA1P3;VN1R48P
chr9	38520000	38600000	ENSG00000180071.20;ENSG00000176007.10;ENSG00000283486.2;ENSG00000272934.1;ENSG00000272904.1;ENSG00000243085.1;ENSG00000273036.3;ENSG00000283162.1;ENSG00000225345.3	ANKRD18A;FAM220BP;FAM95C;RP11-392E22.10;RP11-392E22.11;RP11-392E22.3;RP11-392E22.8;RP11-403F21.4;SNX18P3
chr9	38600000	38960000	ENSG00000180071.20;ENSG00000204860.5;ENSG00000283329.1;ENSG00000252725.1;ENSG00000287838.1;ENSG00000228467.2;ENSG00000284612.1;ENSG00000237557.1	ANKRD18A;FAM201A;FAM240B;RNU6-765P;RP11-290L7.6;RP11-402N8.1;RP13-198D9.5;YWHABP1
chr9	38960000	39040000	ENSG00000276204.1;ENSG00000287838.1;ENSG00000234680.1	RP11-203I2.2;RP11-290L7.6;VN2R3P
chr9	39040000	39120000	ENSG00000106714.17	CNTNAP3
chr9	39120000	39240000	ENSG00000106714.17;ENSG00000226625.1;ENSG00000264912.1;ENSG00000243695.1;ENSG00000271454.1	CNTNAP3;RBM17P1;RN7SL640P;RP11-290L7.3;RP11-290L7.5
chr9	40480000	40560000	ENSG00000273999.1;ENSG00000265605.1;ENSG00000215142.4;ENSG00000236247.2	RBM17P2;RN7SL422P;RP11-292B8.1;RP11-292B8.2
chr9	40560000	40680000	ENSG00000215142.4	RP11-292B8.1
chr9	40680000	40840000	ENSG00000274355.1;ENSG00000277260.1;ENSG00000277490.1;ENSG00000276277.1;ENSG00000276348.1;ENSG00000274820.1;ENSG00000277350.2;ENSG00000147926.9;ENSG00000274349.5	FAM74A3;FAM74A7;RP11-1082I11.2;RP11-366N18.5;RP11-395E19.2;RP11-395E19.4;RP11-395E19.6;SPATA31A3;ZNF658
chr9	42120000	42320000	ENSG00000230804.2;ENSG00000204837.5;ENSG00000284116.1;ENSG00000237846.1;ENSG00000236966.1;ENSG00000228136.1;ENSG00000283211.1;ENSG00000184961.5	CDRT15P14;FGF7P3;RP11-204M4.4;RP11-216M21.1;RP11-216M21.4;RP11-216M21.5;RP11-216M21.8;RPL7AP49
chr9	43400000	43760000	ENSG00000229489.2;ENSG00000223512.1;ENSG00000269474.1;ENSG00000154529.10;ENSG00000283378.1;ENSG00000277412.1;ENSG00000239986.2;ENSG00000185775.9	ATP5A1P5;BX649597.3;BX649597.4;CNTNAP3B;CNTNAP3C;RP11-101E5.6;RP11-366N18.2;SPATA31A6
chr9	43760000	43880000	ENSG00000154529.10;ENSG00000283378.1;ENSG00000266425.1;ENSG00000283541.1;ENSG00000237207.2;ENSG00000270909.1	CNTNAP3B;CNTNAP3C;RN7SL343P;RP11-101E5.7;RP11-24B13.1;RP11-24B13.2
chr9	44040000	44320000	ENSG00000204818.4;ENSG00000236816.3;ENSG00000216829.5;ENSG00000224537.1;ENSG00000238529.1;ENSG00000286793.1;ENSG00000233424.2;ENSG00000229146.1	ADGRF5P2;ANKRD20A7P;BX005214.1;MEP1AP4;RNU6-599P;RP11-115C9.1;RP11-175I6.5;SNX18P5
chr9	44680000	44840000	ENSG00000231248.3;ENSG00000278001.1;ENSG00000277109.1	FAM242D;RP11-157L3.11;RP11-160N1.11
chr9	44840000	44920000	ENSG00000204814.5;ENSG00000231454.2	RP11-160N1.10;RP11-160N1.8
chr9	45560000	45760000	ENSG00000182368.4;ENSG00000204807.1;ENSG00000264628.1;ENSG00000187060.5;ENSG00000227569.1;ENSG00000229523.1;ENSG00000231517.2;ENSG00000184879.4	FAM27A;FAM27E2;RN7SL565P;RP11-187C18.3;RP11-266E16.1;RP11-7G23.4;RP11-7G23.5;RP11-7G23.8
chr9	46800000	46960000	ENSG00000278213.1;ENSG00000232827.3;ENSG00000236825.2;ENSG00000234217.2;ENSG00000226007.3;ENSG00000212951.5;ENSG00000234451.1	CNTNAP3P5;LINC01189;RAB28P2;RBPJP7;RP11-211N8.2;RP11-211N8.3;RP11-211N8.6
chr9	66200000	66400000	ENSG00000233414.1;ENSG00000235327.1;ENSG00000237869.2;ENSG00000233171.2;ENSG00000235003.1;ENSG00000234430.1	CNN2P5;CYP4F61P;RP11-459O16.1;RP11-459O16.3;RP11-459O16.7;SNX18P6
chr9	66400000	66600000	ENSG00000227582.2;ENSG00000203438.1;ENSG00000237451.3;ENSG00000273509.1;ENSG00000219693.3;ENSG00000234665.9;ENSG00000238113.7;ENSG00000238245.2;ENSG00000184523.4;ENSG00000202474.1;ENSG00000229422.2;ENSG00000287168.1;ENSG00000170161.7	ADGRF5P1;AL512625.1;CDK2AP2P2;CNTNAP3P1;FGF7P8;LERFS;LINC01410;MYO5BP2;PTGER4P2;RNA5SP283;RP11-262H14.13;RP11-262H14.14;RP11-262H14.4
chr9	66640000	66760000	ENSG00000206946.1;ENSG00000227318.4;ENSG00000228991.2;ENSG00000275390.1	RNU6-156P;RP11-282E4.1;RP11-318K12.1;RP11-318K12.2
chr9	66760000	66920000	ENSG00000238638.1;ENSG00000264898.1;ENSG00000276868.1	AL353626.1;AL353626.2;RP11-318K12.3
chr9	67240000	67400000	ENSG00000186466.5;ENSG00000237238.3;ENSG00000228522.2	AQP7P1;BMS1P10;RP11-236F9.2
chr9	68120000	68280000	ENSG00000233555.2	RP11-452D2.1
chr9	68280000	68360000	ENSG00000268951.1;ENSG00000228656.1;ENSG00000225360.1;ENSG00000224267.1;ENSG00000234042.1	CDRT15P7;MYO5BP3;RP11-149F8.4;RP11-149F8.5;RP11-452D2.2
chr9	68360000	68560000	ENSG00000226020.4;ENSG00000263614.1;ENSG00000263754.1;ENSG00000232815.1;ENSG00000215548.2;ENSG00000280286.1;ENSG00000266017.1;ENSG00000239684.2;ENSG00000207277.1;ENSG00000225411.3	CDK2AP2P3;CR786580.1;CR786580.2;DUX4L50;FRG1JP;FRG1KP;MIR4477B;PTGER4P3;RNA5SP284;RP11-764K9.1
chr9	68640000	68720000	NA	NA
chr9	68720000	68880000	ENSG00000204794.6;ENSG00000229789.1	PGM5P1;RP11-391M20.1
